ts_utc,topic,received_total,received_delta,msgs_per_sec
2026-01-18T08:03:31.3282559Z,long-run-topic-05,708,0,0
2026-01-18T08:03:31.3282559Z,long-run-topic-09,862,0,0
2026-01-18T08:03:31.3282559Z,long-run-topic-08,697,29,29
2026-01-18T08:03:31.3282559Z,long-run-topic-07,979,0,0
2026-01-18T08:03:31.3282559Z,long-run-topic-10,580,28,28
2026-01-18T08:03:31.3282559Z,long-run-topic-01,930,30,30
2026-01-18T08:03:31.3282559Z,long-run-topic-04,861,27,27
2026-01-18T08:03:31.3282559Z,long-run-topic-03,961,58,58
2026-01-18T08:03:31.3282559Z,long-run-topic-02,822,0,0
2026-01-18T08:03:36.1635943Z,long-run-topic-06,1098,174,174
2026-01-18T08:03:36.1635943Z,long-run-topic-05,850,142,142
2026-01-18T08:03:36.1635943Z,long-run-topic-09,1024,162,162
2026-01-18T08:03:36.1635943Z,long-run-topic-08,867,170,170
2026-01-18T08:03:36.1635943Z,long-run-topic-07,1194,215,215
2026-01-18T08:03:36.1635943Z,long-run-topic-10,748,168,168
2026-01-18T08:03:36.1635943Z,long-run-topic-01,1140,210,210
2026-01-18T08:03:36.1635943Z,long-run-topic-04,1050,189,189
2026-01-18T08:03:36.1635943Z,long-run-topic-03,1106,145,145
2026-01-18T08:03:36.1635943Z,long-run-topic-02,954,132,132
2026-01-18T08:03:41.3194014Z,long-run-topic-06,1272,174,174
2026-01-18T08:03:41.3194014Z,long-run-topic-05,1052,202,202
2026-01-18T08:03:41.3194014Z,long-run-topic-09,1186,162,162
2026-01-18T08:03:41.3194014Z,long-run-topic-08,1045,178,178
2026-01-18T08:03:41.3194014Z,long-run-topic-07,1379,185,185
2026-01-18T08:03:41.3194014Z,long-run-topic-10,916,168,168
2026-01-18T08:03:41.3194014Z,long-run-topic-01,1290,150,150
2026-01-18T08:03:41.3194014Z,long-run-topic-04,1055,5,5
2026-01-18T08:03:41.3194014Z,long-run-topic-03,1251,145,145
2026-01-18T08:03:41.3194014Z,long-run-topic-02,1143,189,189
2026-01-18T08:03:42.3220767Z,long-run-topic-06,1301,29,29
2026-01-18T08:03:42.3220767Z,long-run-topic-05,1139,87,87
2026-01-18T08:03:42.3220767Z,long-run-topic-09,1213,27,27
2026-01-18T08:03:42.3220767Z,long-run-topic-08,1075,30,30
2026-01-18T08:03:42.3220767Z,long-run-topic-07,1411,32,32
2026-01-18T08:03:42.3220767Z,long-run-topic-10,973,57,57
2026-01-18T08:03:42.3220767Z,long-run-topic-01,1320,30,30
2026-01-18T08:03:42.3220767Z,long-run-topic-04,1057,2,2
2026-01-18T08:03:42.3220767Z,long-run-topic-03,1251,0,0
2026-01-18T08:03:42.3220767Z,long-run-topic-02,1170,27,27
2026-01-18T08:03:43.3256254Z,long-run-topic-06,1301,0,0
2026-01-18T08:03:43.3256254Z,long-run-topic-05,1139,0,0
2026-01-18T08:03:43.3256254Z,long-run-topic-09,1240,27,27
2026-01-18T08:03:43.3256254Z,long-run-topic-08,1105,30,30
2026-01-18T08:03:43.3256254Z,long-run-topic-07,1443,32,32
2026-01-18T08:03:43.3256254Z,long-run-topic-10,973,0,0
2026-01-18T08:03:43.3256254Z,long-run-topic-01,1351,31,31
2026-01-18T08:03:43.3256254Z,long-run-topic-04,1057,0,0
2026-01-18T08:03:43.3256254Z,long-run-topic-03,1338,87,87
2026-01-18T08:03:43.3256254Z,long-run-topic-02,1197,27,27
2026-01-18T08:03:44.3336566Z,long-run-topic-06,1359,58,58
2026-01-18T08:03:44.3336566Z,long-run-topic-05,1139,0,0
2026-01-18T08:03:44.3336566Z,long-run-topic-09,1240,0,0
2026-01-18T08:03:44.3336566Z,long-run-topic-08,1135,30,30
2026-01-18T08:03:44.3336566Z,long-run-topic-07,1443,0,0
2026-01-18T08:03:44.3336566Z,long-run-topic-10,1001,28,28
2026-01-18T08:03:44.3336566Z,long-run-topic-01,1443,92,92
2026-01-18T08:03:44.3336566Z,long-run-topic-04,1058,1,1
2026-01-18T08:03:44.3336566Z,long-run-topic-03,1396,58,58
2026-01-18T08:03:44.3336566Z,long-run-topic-02,1197,0,0
2026-01-18T08:03:45.3341161Z,long-run-topic-06,1417,58,58
2026-01-18T08:03:45.3341161Z,long-run-topic-05,1168,29,29
2026-01-18T08:03:45.3341161Z,long-run-topic-09,1267,27,27
2026-01-18T08:03:45.3341161Z,long-run-topic-08,1165,30,30
2026-01-18T08:03:45.3341161Z,long-run-topic-07,1507,64,64
